,id,quoteId,elementId,projectId,elementName,text,functionality,concept,directives,purpose,quality,control,structure,patterns,codeExamples,environment,reference,nonInformation,knCount,length,Three class
2298,39001,240906,243974,7,System.ServiceModel.Channels.FaultConverter,Additional online Documentation: Syntax: public abstract class FaultConverter Summary: Converts exceptions thrown by a channel into SOAP fault messages that conform to the channel's protocol. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.,1,0,0,0,0,0,1,0,0,0,0,0,2,51,clean
2299,39515,256369,260049,7,System.Web.Configuration.HttpRuntimeSection.MaxUrlLength,"Additional online Documentation: Syntax: [IntegerValidatorAttribute(MinValue = )] [ConfigurationPropertyAttribute(#maxUrlLength#, DefaultValue = )] public int MaxUrlLength { get; set; } Property Value Type: System.Int32 The length of the URL, in number of characters. The default is 260. Summary: Gets or sets the maximum possible length, in number of characters, of the URL in an HTTP request. Remarks: The value of the MaxUrlLength property can be any integer, zero or larger. Note Extremely small values can make a Web site unusable. If the length of the request URL (which is the value of the Path property) exceeds the configured size limit, ASP.NET returns an HTTP 400 (Bad Request) status code You can set this value in a configuration file by setting the MaxUrlLength attribute of the httpRuntime element. For more information, see httpRuntime Element (ASP.NET Settings Schema).",1,0,1,0,0,0,0,1,0,0,0,0,3,131,clean
2300,39074,239456,242524,7,System.ServiceModel.EndpointIdentity.ToString,Additional online Documentation:,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
2301,34371,491279,495023,8,static final java.lang.String PERSON_NAME," Constant representing the javax.xml.registry.infomodel.PersonName interface.  See Also: LifeCycleManager.createObject, Constant Field Values ",0,0,0,1,0,0,0,0,0,0,0,0,1,16,clean
2302,33418,487561,491305,8,public enum SharedCacheMode   ,"Specifies how the provider must use a second-level cache for the  persistence unit. Corresponds to the value of the persistence.xml  shared-cache-mode element, and returned as the result of  PersistenceUnitInfo.getSharedCacheMode().  Since:     Java Persistence 2.0",1,0,0,0,0,0,1,0,0,0,0,0,2,37,clean
2303,33373,456870,460614,8,public NoSuchAttributeException(),Constructs a new instance of NoSuchAttributeException. All fields are initialized to null.,1,0,0,0,0,0,0,0,0,0,0,1,2,12,mixed
2304,32340,441814,445558,8,public final class SerializablePermission   ,"This class is for Serializable permissions. A SerializablePermission  contains a name (also referred to as a target name) but no actions list;  you either have the named permission or you don't.  The target name is the name of the Serializable permission (see below).  The following table lists all the possible SerializablePermission target  names, and for each provides a description of what the permission allows  and a discussion of the risks of granting code the permission.  Permission Target Name 	What the Permission Allows 	Risks of Allowing this  Permission enableSubclassImplementation 	Subclass implementation of ObjectOutputStream  or ObjectInputStream to override the default serialization or  deserialization, respectively, of objects 	Code can use this to serialize  or deserialize classes in a purposefully malfeasant manner. For example,  during serialization, malicious code can use this to purposefully store  confidential private field data in a way easily accessible to attackers.  Or, during deserialization it could, for example, deserialize a class with  all its private fields zeroed out. enableSubstitution 	Substitution of one object for another during  serialization or deserialization 	This is dangerous because malicious code  can replace the actual object with one which has incorrect or malignant  data.  Since:     1.2 See Also:     BasicPermission, Permission, Permissions, PermissionCollection,      SecurityManager, Serialized Form",1,0,0,0,0,0,0,1,0,0,0,1,3,199,mixed
2305,39355,256434,260114,7,System.Web.Configuration.MachineKeyValidation,"Additional online Documentation: Syntax: public enum MachineKeyValidation Summary: Specifies the hashing algorithm that ASP.NET uses for forms authentication and for validating view state data, and for out-of-process session state identification. Remarks: ASP.NET uses a hash-based message authentication code (HMAC) to help detect whether data that is used for forms authentication or view state has been tampered with. The HMAC is generated when view state content is created, and the HMAC is checked on subsequent requests. The HMAC helps ASP.NET determine whether someone has changed data that is sent between the server and the client, but the data can be read by anyone as it travels through the Internet unless it is also encrypted. By default, view state is validated but not encrypted. For more information, see ViewStateEncryptionMode and RegisterRequiresViewStateEncryption. The MachineKeyValidation enumeration lets you specify the algorithm that ASP.NET uses to create the HMAC. The default value is HMACSHA256. ASP.NET uses the value of the ValidationKey property with the selected algorithm to generate the HMAC. Example: The following code example shows how to use the MachineKeyValidation enumeration. In the example, configSection is an instance of MachineKeySection.This code example is part of a larger example provided for the MachineKeySection class.",1,1,0,1,0,1,1,1,1,0,0,0,7,208,clean
2306,33176,485782,489526,8,void setJMSExpiration(long expiration) throws JMSException,Sets the message's expiration value.  JMS providers set this field when a message is sent. This method can be used to change the value for a message that has been received.  Parameters: expiration - the message's expiration time Throws: JMSException - if the JMS provider fails to set the message expiration due to some internal error. See Also: getJMSExpiration(),1,0,0,0,0,0,0,1,0,0,0,1,3,59,mixed
2307,33078,484819,488563,8,public class ActionEvent   ,An ActionEvent represents the activation of a user interface component  (such as a UICommand).  See Also:     Serialized Form,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
2308,39584,245915,249572,7,System.Web.UI.DataVisualization.Charting.AnnotationSmartLabelStyle,Additional online Documentation: Syntax: public class AnnotationSmartLabelStyle : SmartLabelStyle Summary: Stores the smart label properties of an annotation. Remarks: This class is derived from the SmartLabelStyle class used for Series objects. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.,1,0,0,0,0,0,1,0,0,0,0,0,2,55,clean
2309,38353,223603,226556,7,System.Web.UI.Design.TemplateGroup,"Additional online Documentation: Syntax: public class TemplateGroup Summary: A collection of TemplateDefinition objects representing the template elements in a Web server control at design time. Example: The following code example demonstrates how to create a control designer class that derives from the ControlDesigner class. This control designer supports a control with four possible templates. To try it, compile the code, and then, in a design host such as Visual Studio 2005, look at the page in Design view. Select the control, click the action list to select a template to modify, and then use the drag-and-drop feature to move controls into the template. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,0,1,1,0,0,0,3,129,clean
2310,38886,235475,238461,7,System.Runtime.Caching.Configuration.MemoryCacheSettingsCollection,"Additional online Documentation: Syntax: [ConfigurationCollectionAttribute(typeof(MemoryCacheElement), CollectionType = ConfigurationElementCollectionType.AddRemoveClearMap)] public sealed class MemoryCacheSettingsCollection : ConfigurationElementCollection Summary: Represents a collection of MemoryCacheSettingsCollection elements. This class cannot be inherited. Remarks: The MemoryCacheSettingsCollection class represents the collection of configuration elements and settings that configure an instance of the MemoryCache class. In other words, this settings collection contains objects that represent elements and settings that are children of a memoryCache element. The MemoryCacheSettingsCollection class contains a namedCaches element. For more information about the configuration options that are related to this class, see <memoryCache> Element (Cache Settings) and <namedCaches> Element (Cache Settings). ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,1,0,0,0,1,0,0,0,0,0,3,122,clean
2311,38724,232489,235465,7,System.IdentityModel.Tokens.SamlStatement,"Additional online Documentation: Syntax: public abstract class SamlStatement Summary: Represents a claim for a SamlSecurityToken security token. Remarks: SamlSecurityToken security tokens specify their claims using SAML assertions, which can specify when the subject was authenticated. The claims in a SAML assertion are represented by SAML statements, which are represented by the SamlStatement class. The SAML specification defines the following statement types: SamlAttributeStatement SamlAuthenticationStatement SamlAuthorizationDecisionStatement SamlSubjectStatement ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",0,0,0,0,0,0,1,0,0,0,0,0,1,90,clean
2312,33114,485310,489054,8,java.lang.String getAttributeName(FaceletContext ctx),Returns the resolved literal String value of the attribute name after evaluating EL.  Parameters: ctx - the FaceletContext for this view execution,1,0,0,0,0,0,0,0,0,0,0,1,2,21,mixed
2314,39603,247385,251043,7,System.Web.UI.DataVisualization.Charting.StripLine.TextOrientation,"Additional online Documentation: Syntax: [BindableAttribute(true)] [PersistenceModeAttribute(PersistenceMode.Attribute)] public TextOrientation TextOrientation { get; set; } Property Value Type: System.Web.UI.DataVisualization.Charting.TextOrientation A TextOrientation value that represents the alignment of the text orientation. Summary: Gets or sets the text orientation. Remarks: When this property is set to a value of Auto, the text is oriented based on the chart type. For all X-Y chart types other than Bar, X-axis strip line text is oriented horizontally from left to right on the bottom of the strip line. For Bar charts, X-axis strip line text is oriented vertically from top to bottom to the right of the strip line. Example: The following code example demonstrates how to add a threshold line after the chart control has been added to the design surface. The chart uses a non-recurring strip line to show a calculation of the mean of all data points in a series.",1,0,0,0,0,0,0,0,1,0,0,1,3,156,mixed
2315,34315,473445,477189,8,"@Retention(value=RUNTIME) @Target(value={FIELD,METHOD,PACKAGE}) public @interface XmlSchemaType ","Maps a Java type to a simple schema built-in type.  Usage  @XmlSchemaType annotation can be used with the following program elements:      * a JavaBean property     * field     * package  @XmlSchemaType annotation defined for Java type applies to all references  to the Java type from a property/field. A @XmlSchemaType annotation  specified on the property/field overrides the @XmlSchemaType annotation  specified at the package level.  This annotation can be used with the following annotations: XmlElement,  XmlAttribute.  Example 1: Customize mapping of XMLGregorianCalendar on the field.   //Example: Code fragment public class USPrice { @XmlElement @XmlSchemaType(name=date) public XMLGregorianCalendar date; }  <!-- Example: Local XML Schema element --> <xs:complexType name=USPrice/> <xs:sequence> <xs:element name=date type=xs:date/> </sequence> </xs:complexType>   Example 2: Customize mapping of XMLGregorianCalendar at package level   package foo; @javax.xml.bind.annotation.XmlSchemaType( name=date, type=javax.xml.datatype.XMLGregorianCalendar.class) }   Since:     JAXB2.0  Required Element Summary  String 	name               Optional Element Summary  String 	namespace              Class 	type           If this annotation is used at the package level, then value of  the type() must be specified.    Element Detail   name   public abstract String name   namespace   public abstract String namespace      Default:         http://www.w3.org/2001/XMLSchema   type   public abstract Class type      If this annotation is used at the package level, then value of the     type() must be specified.      Default:         javax.xml.bind.annotation.XmlSchemaType.DEFAULT.class Overview  	 Package  	  Class  	 Use  	 Tree  	 Deprecated  	 Index  	  Help  JavaT Platform Standard Ed. 6  PREV CLASS   NEXT CLASS 	 FRAMES    NO FRAMES     SUMMARY: REQUIRED | OPTIONAL 	 DETAIL: ELEMENT Submit a bug or feature For further API reference and developer documentation, see Java SE  Developer Documentation. That documentation contains more detailed,  developer-targeted descriptions, with conceptual overviews, definitions of  terms, workarounds, and working code examples.  Copyright © 1993, 2011, Oracle and/or its affiliates. All rights reserved.",0,0,0,1,0,0,0,0,1,0,0,0,2,287,clean
2316,37716,209517,212443,7,System.Activities.Validation.ValidationSettings.AdditionalConstraints,"Additional online Documentation: Syntax: public IDictionary<Type, IList<Constraint>> AdditionalConstraints { get; } Property Value Type: System.Collections.Generic.IDictionary(Of Type, IList(Of Constraint)) A dictionary type list of constraints and types. Summary: Gets a dictionary of type-constraint pairs. Each additional constraint added to the dictionary will be applied to every activity of the specify type in the workflow to validate.",1,0,0,0,0,0,0,0,0,0,0,1,2,61,mixed
2317,39781,251491,255162,7,System.Web.UI.MobileControls.Adapters.HtmlPanelAdapter,"Additional online Documentation: Syntax: [ObsoleteAttribute(#The System.Web.Mobile.dll assembly has been deprecated and should no longer be used. For information about how to develop ASP.NET mobile applications, see http://go.microsoft.com/fwlink/?LinkId=157231.#)] [AspNetHostingPermissionAttribute(SecurityAction.LinkDemand, Level = AspNetHostingPermissionLevel.Minimal)] [AspNetHostingPermissionAttribute(SecurityAction.InheritanceDemand, Level = AspNetHostingPermissionLevel.Minimal)] public class HtmlPanelAdapter : HtmlControlAdapter Summary: Provides a panel adapter class for the HTML adapter set. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",0,0,0,0,0,0,0,0,0,0,1,1,2,107,mixed
2318,40012,264392,268090,7,System.Windows.Forms.DataGridViewLinkCell.DataGridViewLinkCellAccessibleObject,"Additional online Documentation: Syntax: protected class DataGridViewLinkCellAccessibleObject : DataGridViewCell..::..DataGridViewCellAccessibleObject Summary: Provides information about a DataGridViewLinkCell control to accessibility client applications. Remarks: Windows Forms includes built-in accessibility support that allows your application to work with accessibility client applications. Examples of accessibility client applications include screen enlarger and reviewer utilities, voice input utilities, on-screen keyboards, alternative input devices, and keyboard enhancement utilities. The DataGridViewLinkCell.DataGridViewLinkCellAccessibleObject class inherits from the AccessibleObject class to provide information about a DataGridViewLinkCell to accessibility client applications. Each class that represents a visual part of the DataGridView-such as DataGridViewColumnHeaderCell, DataGridViewRowHeaderCell, DataGridViewRow and DataGridViewCell-also contains a class that inherits from AccessibleObject to provide information about the containing class and perform actions on behalf of accessibility client applications. There are instances when you will want to provide additional information, such as the name or description of the DataGridView control, to accessibility client applications. There are two ways of providing this additional information. To provide limited accessibility information for existing controls, set the control's AccessibleName and AccessibleDescription property values, which will be reported to accessibility client applications. Note You should change the AccessibleDefaultActionDescription and AccessibleRole property values only in rare situations, such as if you make a DataGridView look like a list. Occasionally, you might require more accessibility information or different accessibility actions to be included with your custom DataGridView or DataGridViewCell. To customize accessibility, you can write your own class that derives from the DataGridView.DataGridViewAccessibleObject or DataGridViewCell.DataGridViewCellAccessibleObject classes and override the CreateAccessibilityInstance method. For example, if you are writing a custom row header cell that implements unique custom actions, such as special hit testing within your cell, you should create a class that inherits from the DataGridViewRowHeaderCell.DataGridViewRowHeaderCellAccessibleObject class and override the CreateAccessibilityInstance method. The DataGridView exposes its data structure by using AccessibleRole values to define the data table hierarchy. For more information on exposing data tables to Microsoft Active Accessibility, see #Exposing Data Tables through Microsoft Active Accessibility# in the MSDN library at http://msdn.microsoft.com/library. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,1,1,0,0,0,0,3,359,clean
2319,34139,470784,474528,8,public CaretListener[] getCaretListeners(),"Returns an array of all the caret listeners registered on this text component.  Returns: all of this component's CaretListeners or an empty array if no caret listeners are currently registered Since: 1.4 See Also: addCaretListener(javax.swing.event.CaretListener), removeCaretListener(javax.swing.event.CaretListener)",0,0,0,0,0,0,0,0,0,0,0,0,0,44,
2320,39417,255908,259588,7,System.Web.Configuration.BufferModeSettings,"Additional online Documentation: Syntax: public sealed class BufferModeSettings : ConfigurationElement Summary: Configures the ASP.NET event-buffering settings for event providers. This class cannot be inherited. Remarks: The BufferModeSettings class is used to define roles for event providers, such as Critical, Notification, Analysis, and Logging. Each role would buffer events differently, as appropriate for that role. For example a Critical role would keep the MaxBufferSize, MaxFlushSize, and UrgentFlushInterval properties small, whereas an Analysis role would set those properties to higher values. This class corresponds to the bufferModes configuration-file element. Example: The following configuration file excerpt shows how to declaratively specify values for several properties of the BufferModeSettings class. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,0,0,1,0,0,0,2,133,clean
2322,39580,246817,250475,7,System.Web.UI.DataVisualization.Charting.GridTickTypes,Additional online Documentation: Syntax: [FlagsAttribute] public enum GridTickTypes Summary: Specifies the options for displaying a grid line or a tick mark for a custom label. Remarks: The GridTickTypes enumeration is used in conjunction with the GridTicks property to display a grid line and/or a tick mark for a custom label.,1,0,0,1,0,0,0,0,0,0,0,0,2,51,clean
2323,33182,486028,489772,8,public static enum WebParam.Mode   ,The direction in which the parameter flows,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
2324,34120,470324,474068,8,public static class DefaultEditorKit.CopyAction   ,"Copies the selected region and place its contents into the system  clipboard.  Warning: Serialized objects of this class will not be compatible with  future Swing releases. The current serialization support is appropriate for  short term storage or RMI between applications running the same version of  Swing. As of 1.4, support for long term storage of all JavaBeansTM has been  added to the java.beans package. Please see XMLEncoder.  See Also:     DefaultEditorKit.copyAction, DefaultEditorKit.getActions()",1,0,0,0,0,0,0,0,0,1,0,0,2,73,clean
2325,39428,253993,257673,7,System.Web.HttpCachePolicy.VaryByHeaders,"Additional online Documentation: Syntax: public HttpCacheVaryByHeaders VaryByHeaders { get; } Property Value Type: System.Web.HttpCacheVaryByHeaders An HttpCacheVaryByHeaders that specifies which HTTP headers are used to select the cached response. Summary: Gets the list of all HTTP headers that will be used to vary cache output. Remarks: When a cached item has several vary headers, a separate version of the requested document is available from the cache for each HTTP header type. VaryByHeaders is introduced in the .NET Framework version 3.5. For more information, see .NET Framework Versions and Dependencies.",1,0,0,0,0,0,0,0,0,1,0,0,2,87,clean
2326,38836,234217,237199,7,System.Net.PeerToPeer.PnrpPermissionAttribute.CreatePermission,"Additional online Documentation: Syntax: public override IPermission CreatePermission() Return Value Type: System.Security.IPermission A new IPermission object. Summary: Creates and returns a new IPermission. Remarks: Notes to Inheritors This method is not used, and is included only to support inheritance from SecurityAttribute at compile time or during interpretation. When this class inherits from SecurityAttribute, it overrides CreatePermission automatically at compile time or at run-time.",1,0,0,0,0,0,1,0,0,0,0,1,3,66,mixed
2327,38379,223141,226094,7,System.Web.UI.Design.DataSourceDesigner.SchemaRefreshed,Additional online Documentation: Syntax: public event EventHandler SchemaRefreshed Implements IDataSourceDesigner.SchemaRefreshed Summary: Occurs after the schema has been refreshed.,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
2328,32164,433826,437570,8,public static final long TEXT_EVENT_MASK, The event mask for selecting text events.  See Also: Constant Field Values ,0,0,0,0,0,0,0,0,0,0,1,1,2,12,mixed
2329,38131,221366,224315,7,System.Data.SqlTypes.SqlDouble.ToSqlByte,Additional online Documentation: Syntax: public SqlByte ToSqlByte() Return Value Type: System.Data.SqlTypes.SqlByte A SqlByte structure whose Value equals the Value of this SqlDouble structure. Summary: Converts this SqlDouble structure to SqlByte.,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
2330,32158,436787,440531,8,protected abstract java.awt.peer.TextFieldPeer createTextField(TextField target) throws HeadlessException,"Creates this toolkit's implementation of TextField using the specified peer interface.  Parameters: target - the text field to be implemented. Returns: this toolkit's implementation of TextField. Throws: HeadlessException - if GraphicsEnvironment.isHeadless() returns true See Also: GraphicsEnvironment.isHeadless(), TextField, TextFieldPeer",1,0,0,0,0,0,0,0,0,0,0,1,2,40,mixed
2332,37642,209550,212476,7,System.Activities.XamlIntegration.InOutArgumentConverter,Additional online Documentation: Syntax: public sealed class InOutArgumentConverter : TypeConverterBase Summary: Provides a type converter to convert InOutArgument classes to and from various other representations. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.,1,0,0,0,0,1,1,0,0,0,0,1,4,49,mixed
2333,34801,454206,457950,8,public static SourceVersion valueOf(String name),Returns the enum constant of this type with the specified name. The string must match exactly an identifier used to declare an enum constant in this type. (Extraneous whitespace characters are not permitted.)  Parameters: name - the name of the enum constant to be returned. Returns: the enum constant with the specified name Throws: IllegalArgumentException - if this enum type has no constant with the specified name NullPointerException - if the argument is null,1,0,1,0,0,0,0,0,0,0,0,1,3,71,mixed
2334,39277,244502,247778,7,System.Speech.Recognition.SpeechRecognitionEngine.RecognizerUpdateReached,"Additional online Documentation: Syntax: public event EventHandler<RecognizerUpdateReachedEventArgs> RecognizerUpdateReached Summary: Raised when a running SpeechRecognitionEngine pauses to accept modifications. Remarks: Applications must use RequestRecognizerUpdate to pause a running instance of SpeechRecognitionEngine before modifying its settings or its Grammar objects. The SpeechRecognitionEngine raises this event when it is ready to accept modifications. For example, while the SpeechRecognitionEngine is paused, you can load, unload, enable, and disable Grammar objects, and modify values for the BabbleTimeout, InitialSilenceTimeout, and EndSilenceTimeout properties. For more information, see the RequestRecognizerUpdate method. When you create a RecognizerUpdateReached delegate, you identify the method that will handle the event. To associate the event with your event handler, add an instance of the delegate to the event. The event handler is called whenever the event occurs, unless you remove the delegate. For more information about event-handler delegates, see Events and Delegates. Example: The following example shows a console application that loads and unloads Grammar objects. The application uses the RequestRecognizerUpdate method to request the speech recognition engine to pause so it can receive an update. The application then loads or unloads a Grammar object. At each update, a handler for RecognizerUpdateReached event writes the name and status of the currently loaded Grammar objects to the console. As grammars are loaded and unloaded, the application first recognizes the names of farm animals, then the names of farm animals and the names of fruits, then only the names of fruits.",0,0,1,0,0,1,1,1,1,0,1,0,6,238,clean
2335,34814,489669,493413,8,java.lang.String[] getColumnNames(),Returns the names of the columns in the result. The order of the names in the array matches the order in which columns are returned in method getRowsByIndex().  Returns: the column names as an array of String objects,1,1,0,0,0,0,0,0,0,0,0,0,2,38,clean
2336,34270,490375,494119,8,public static final MediaType APPLICATION_XHTML_XML_TYPE, application/xhtml+xml ,1,0,0,0,0,0,0,0,0,0,0,1,2,3,mixed
2337,34344,473709,477453,8,"public void setIdAttributeNS(Element element, String namespaceURI, String localName)",Registers the element's attribute specified by the namespace URI and local name to be of type ID. The attribute must have a non-empty value.  This implementation uses an internal HashMap to map the attribute's value to the specified element.  Parameters: element - the element namespaceURI - the namespace URI of the attribute (specify null if not applicable) localName - the local name of the attribute Throws: IllegalArgumentException - if localName is not an attribute of the specified element or it does not contain a specific value NullPointerException - if element or localName is null See Also: getElementById(java.lang.String),1,0,0,0,0,0,0,0,0,0,0,1,2,98,mixed
2338,38729,232496,235472,7,System.IdentityModel.Tokens.SamlSubject,"Additional online Documentation: Syntax: public class SamlSubject Summary: Represents the subject of a SAML security token. Remarks: SamlSecurityToken security tokens specify their claims using SAML assertions, which can specify the subject of the security token. The claims in a SAML assertion are represented by SAML statements. The SAML specification defines a set of SAML statement types and one of them is a SamlSubjectStatement. A SamlSubjectStatement asserts the principal that is the subject of the SamlSecurityToken security token. This principal is specified using a SamlSubject class. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,1,0,1,0,0,1,0,0,0,0,1,5,110,mixed
2339,33311,455527,459271,8,public class CompositeDataInvocationHandler   ,"An InvocationHandler that forwards getter methods to a CompositeData. If  you have an interface that contains only getter methods (such as String  getName() or boolean isActive()) then you can use this class in conjunction  with the Proxy class to produce an implementation of the interface where  each getter returns the value of the corresponding item in a CompositeData .  For example, suppose you have an interface like this:       public interface NamedNumber { public int getNumber(); public String getName(); }   and a CompositeData constructed like this:       CompositeData cd = new CompositeDataSupport( someCompositeType, new String[] {number, name}, new Object[] {5, five} );   then you can construct an object implementing NamedNumber and backed by the  object cd like this:       InvocationHandler handler = new CompositeDataInvocationHandler(cd); NamedNumber nn = (NamedNumber) Proxy.newProxyInstance(NamedNumber.class.getClassLoader(), new Class[] {NamedNumber.class}, handler);   A call to nn.getNumber() will then return 5.  If the first letter of the property defined by a getter is a capital, then  this handler will look first for an item in the CompositeData beginning  with a capital, then, if that is not found, for an item beginning with the  corresponding lowercase letter or code point. For a getter called  getNumber(), the handler will first look for an item called Number, then  for number. If the getter is called getnumber(), then the item must be  called number.  If the method given to invoke is the method boolean equals(Object)  inherited from Object, then it will return true if and only if the argument  is a Proxy whose InvocationHandler is also a  CompositeDataInvocationHandler and whose backing CompositeData is equal  (not necessarily identical) to this object's. If the method given to  invoke is the method int hashCode() inherited from Object, then it will  return a value that is consistent with this definition of equals: if two  objects are equal according to equals, then they will have the same  hashCode.  Since:     1.6",1,0,0,0,0,1,1,1,1,0,0,0,5,307,clean
2340,40070,260609,264303,7,"System.Resources.ResXResourceWriter.AddAlias(System.String,System.Reflection.AssemblyName)","Additional online Documentation: Syntax: public virtual void AddAlias( string aliasName, AssemblyName assemblyName ) Parameters aliasNameType: System.String The name of the alias. assemblyNameType: System.Reflection.AssemblyName The name of the assembly represented by aliasName. Summary: Adds the specified alias to a list of aliases. Remarks: Resources whose values are from an aliased assembly are automatically added to the list of aliases. The resource is not written until Generate is called.",1,0,0,0,0,1,0,0,0,0,0,1,3,69,mixed
2341,33888,465268,469012,8,public abstract class AbstractColorChooserPanel   ,"This is the abstract superclass for color choosers. If you want to add a  new color chooser panel into a JColorChooser, subclass this class.  Warning: Serialized objects of this class will not be compatible with  future Swing releases. The current serialization support is appropriate for  short term storage or RMI between applications running the same version of  Swing. As of 1.4, support for long term storage of all JavaBeansTM has been  added to the java.beans package. Please see XMLEncoder.",1,0,0,0,0,0,1,1,0,1,0,0,4,79,clean
2342,32499,444889,448633,8,public abstract class CharBuffer   ,"A character buffer.  This class defines four categories of operations upon character buffers:      * Absolute and relative get and put methods that read and write single       characters;      * Relative bulk get methods that transfer contiguous sequences of       characters from this buffer into an array; and      * Relative bulk put methods that transfer contiguous sequences of       characters from a character array, a string, or some other character       buffer into this buffer; and      * Methods for compacting, duplicating, and slicing a character buffer.  Character buffers can be created either by allocation, which allocates  space for the buffer's content, by wrapping an existing character array or  string into a buffer, or by creating a view of an existing byte buffer.  Like a byte buffer, a character buffer is either direct or non-direct. A  character buffer created via the wrap methods of this class will be  non-direct. A character buffer created as a view of a byte buffer will be  direct if, and only if, the byte buffer itself is direct. Whether or not a  character buffer is direct may be determined by invoking the isDirect  method.  This class implements the CharSequence interface so that character buffers  may be used wherever character sequences are accepted, for example in the  regular-expression package java.util.regex.  Methods in this class that do not otherwise have a value to return are  specified to return the buffer upon which they are invoked. This allows  method invocations to be chained. The sequence of statements       cb.put(text/); cb.put(subtype); cb.put(; charset=); cb.put(enc);  can, for example, be replaced by the single statement       cb.put(text/).put(subtype).put(; charset=).put(enc);  Since:     1.4",1,0,0,0,0,0,0,1,1,0,0,1,4,276,mixed
2343,39659,248111,251774,7,System.Web.UI.WebControls.EntityDataSourceChangingEventArgs,"Additional online Documentation: Syntax: public class EntityDataSourceChangingEventArgs : CancelEventArgs Summary: Provides data for the Inserting, Updating, and Deleting events. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",0,0,0,0,0,0,1,0,0,0,0,0,1,43,clean
2344,39353,257079,260770,7,System.Web.Hosting.ApplicationHost,"Additional online Documentation: Syntax: public sealed class ApplicationHost Summary: Enables hosting of ASP.NET pages outside the Internet Information Services (IIS) application. This class enables the host to create application domains for processing ASP.NET requests. Remarks: ApplicationHost is introduced in the .NET Framework version 3.5. For more information, see .NET Framework Versions and Dependencies. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,1,0,0,0,0,0,2,79,clean
2345,33665,459765,463509,8,public interface Line ,"The Line interface represents a mono or multi-channel audio feed. A line is  an element of the digital audio pipeline, such as a mixer, an input or  output port, or a data path into or out of a mixer.  A line can have controls, such as gain, pan, and reverb. The controls  themselves are instances of classes that extend the base Control class. The  Line interface provides two accessor methods for obtaining the line's  controls: getControls returns the entire set, and getControl returns a  single control of specified type.  Lines exist in various states at different times. When a line opens, it  reserves system resources for itself, and when it closes, these resources  are freed for other objects or applications. The isOpen() method lets you  discover whether a line is open or closed. An open line need not be  processing data, however. Such processing is typically initiated by  subinterface methods such as SourceDataLine.write and TargetDataLine.read.  You can register an object to receive notifications whenever the line's  state changes. The object must implement the LineListener interface, which  consists of the single method update. This method will be invoked when a  line opens and closes (and, if it's a DataLine, when it starts and stops).  An object can be registered to listen to multiple lines. The event it  receives in its update method will specify which line created the event,  what type of event it was (OPEN, CLOSE, START, or STOP), and how many  sample frames the line had processed at the time the event occurred.  Certain line operations, such as open and close, can generate security  exceptions if invoked by unprivileged code when the line is a shared audio  resource.  Since:     1.3 See Also:     LineEvent",1,1,0,0,0,1,1,1,0,0,0,0,5,289,clean
